Interpolation Weights at U-contact points:  donor = 01, receiver = 02 

   n     Hweight(1)   Hweight(2)   Hweight(3)   Hweight(4)       SUM       Idg   indx5   indx6    XIdgO       XIrg      XIdgR     Jdg   indx8    ETAdgO     ETArg      ETAdgT 
0000024  2.00000e-01  0.00000e+00  0.00000e+00  8.00000e-01  1.00000e+00   265   64718   64719  264.00000  264.00000  265.00000   135   65199  134.50000  135.30000  135.50000
0000025  1.60000e-01  4.00000e-02  1.60000e-01  6.40000e-01  1.00000e+00   265   64718   64719  264.00000  264.20000  265.00000   135   65199  134.50000  135.30000  135.50000
0000026  1.20000e-01  8.00000e-02  3.20000e-01  4.80000e-01  1.00000e+00   265   64718   64719  264.00000  264.40000  265.00000   135   65199  134.50000  135.30000  135.50000
0000027  8.00000e-02  1.20000e-01  4.80000e-01  3.20000e-01  1.00000e+00   265   64718   64719  264.00000  264.60000  265.00000   135   65199  134.50000  135.30000  135.50000
0000028  4.00000e-02  1.60000e-01  6.40000e-01  1.60000e-01  1.00000e+00   265   64718   64719  264.00000  264.80000  265.00000   135   65199  134.50000  135.30000  135.50000
0000029  2.00000e-01  0.00000e+00  0.00000e+00  8.00000e-01  1.00000e+00   266   64719   64720  265.00000  265.00000  266.00000   135   65200  134.50000  135.30000  135.50000
0000030  1.60000e-01  4.00000e-02  1.60000e-01  6.40000e-01  1.00000e+00   266   64719   64720  265.00000  265.20000  266.00000   135   65200  134.50000  135.30000  135.50000
0000031  1.20000e-01  8.00000e-02  3.20000e-01  4.80000e-01  1.00000e+00   266   64719   64720  265.00000  265.40000  266.00000   135   65200  134.50000  135.30000  135.50000
0000032  8.00000e-02  1.20000e-01  4.80000e-01  3.20000e-01  1.00000e+00   266   64719   64720  265.00000  265.60000  266.00000   135   65200  134.50000  135.30000  135.50000
0000033  4.00000e-02  1.60000e-01  6.40000e-01  1.60000e-01  1.00000e+00   266   64719   64720  265.00000  265.80000  266.00000   135   65200  134.50000  135.30000  135.50000
0000034  2.00000e-01  0.00000e+00  0.00000e+00  8.00000e-01  1.00000e+00   267   64720   64721  266.00000  266.00000  267.00000   135   65201  134.50000  135.30000  135.50000
0000035  1.60000e-01  4.00000e-02  1.60000e-01  6.40000e-01  1.00000e+00   267   64720   64721  266.00000  266.20000  267.00000   135   65201  134.50000  135.30000  135.50000
0000036  1.20000e-01  8.00000e-02  3.20000e-01  4.80000e-01  1.00000e+00   267   64720   64721  266.00000  266.40000  267.00000   135   65201  134.50000  135.30000  135.50000
0000037  8.00000e-02  1.20000e-01  4.80000e-01  3.20000e-01  1.00000e+00   267   64720   64721  266.00000  266.60000  267.00000   135   65201  134.50000  135.30000  135.50000
0000038  4.00000e-02  1.60000e-01  6.40000e-01  1.60000e-01  1.00000e+00   267   64720   64721  266.00000  266.80000  267.00000   135   65201  134.50000  135.30000  135.50000
0000039  2.00000e-01  0.00000e+00  0.00000e+00  8.00000e-01  1.00000e+00   268   64721   64722  267.00000  267.00000  268.00000   135   65202  134.50000  135.30000  135.50000
0000040  1.60000e-01  4.00000e-02  0.00000e+00  6.40000e-01  8.40000e-01   268   64721   64722  267.00000  267.20000  268.00000   135   65202  134.50000  135.30000  135.50000
0000041  1.20000e-01  8.00000e-02  0.00000e+00  4.80000e-01  6.80000e-01   268   64721   64722  267.00000  267.40000  268.00000   135   65202  134.50000  135.30000  135.50000
0000042  8.00000e-02  1.20000e-01  0.00000e+00  3.20000e-01  5.20000e-01   268   64721   64722  267.00000  267.60000  268.00000   135   65202  134.50000  135.30000  135.50000
0000043  4.00000e-02  1.60000e-01  0.00000e+00  1.60000e-01  3.60000e-01   268   64721   64722  267.00000  267.80000  268.00000   135   65202  134.50000  135.30000  135.50000
0000044  2.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00  2.00000e-01   269   64722   64723  268.00000  268.00000  269.00000   135   65203  134.50000  135.30000  135.50000
0000045  1.60000e-01  4.00000e-02  0.00000e+00  0.00000e+00  2.00000e-01   269   64722   64723  268.00000  268.20000  269.00000   135   65203  134.50000  135.30000  135.50000
0000046  1.20000e-01  8.00000e-02  0.00000e+00  0.00000e+00  2.00000e-01   269   64722   64723  268.00000  268.40000  269.00000   135   65203  134.50000  135.30000  135.50000
0000047  8.00000e-02  1.20000e-01  0.00000e+00  0.00000e+00  2.00000e-01   269   64722   64723  268.00000  268.60000  269.00000   135   65203  134.50000  135.30000  135.50000
0000048  4.00000e-02  1.60000e-01  0.00000e+00  0.00000e+00  2.00000e-01   269   64722   64723  268.00000  268.80000  269.00000   135   65203  134.50000  135.30000  135.50000
0000049  2.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00  2.00000e-01   270   64723   64724  269.00000  269.00000  270.00000   135   65204  134.50000  135.30000  135.50000
0000050  1.60000e-01  4.00000e-02  0.00000e+00  0.00000e+00  2.00000e-01   270   64723   64724  269.00000  269.20000  270.00000   135   65204  134.50000  135.30000  135.50000
0000051  1.20000e-01  8.00000e-02  0.00000e+00  0.00000e+00  2.00000e-01   270   64723   64724  269.00000  269.40000  270.00000   135   65204  134.50000  135.30000  135.50000
0000052  8.00000e-02  1.20000e-01  0.00000e+00  0.00000e+00  2.00000e-01   270   64723   64724  269.00000  269.60000  270.00000   135   65204  134.50000  135.30000  135.50000
0000053  4.00000e-02  1.60000e-01  0.00000e+00  0.00000e+00  2.00000e-01   270   64723   64724  269.00000  269.80000  270.00000   135   65204  134.50000  135.30000  135.50000
0000054  2.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00  2.00000e-01   271   64724   64725  270.00000  270.00000  271.00000   135   65205  134.50000  135.30000  135.50000
0000055  1.60000e-01  4.00000e-02  0.00000e+00  0.00000e+00  2.00000e-01   271   64724   64725  270.00000  270.20000  271.00000   135   65205  134.50000  135.30000  135.50000
0000056  1.20000e-01  8.00000e-02  0.00000e+00  0.00000e+00  2.00000e-01   271   64724   64725  270.00000  270.40000  271.00000   135   65205  134.50000  135.30000  135.50000
0000057  8.00000e-02  1.20000e-01  0.00000e+00  0.00000e+00  2.00000e-01   271   64724   64725  270.00000  270.60000  271.00000   135   65205  134.50000  135.30000  135.50000
0000058  4.00000e-02  1.60000e-01  0.00000e+00  0.00000e+00  2.00000e-01   271   64724   64725  270.00000  270.80000  271.00000   135   65205  134.50000  135.30000  135.50000
0000059  2.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00  2.00000e-01   272   64725   64726  271.00000  271.00000  272.00000   135   65206  134.50000  135.30000  135.50000
0000060  1.60000e-01  4.00000e-02  0.00000e+00  0.00000e+00  2.00000e-01   272   64725   64726  271.00000  271.20000  272.00000   135   65206  134.50000  135.30000  135.50000
0000061  1.20000e-01  8.00000e-02  0.00000e+00  0.00000e+00  2.00000e-01   272   64725   64726  271.00000  271.40000  272.00000   135   65206  134.50000  135.30000  135.50000
0000062  8.00000e-02  1.20000e-01  0.00000e+00  0.00000e+00  2.00000e-01   272   64725   64726  271.00000  271.60000  272.00000   135   65206  134.50000  135.30000  135.50000
0000063  4.00000e-02  1.60000e-01  0.00000e+00  0.00000e+00  2.00000e-01   272   64725   64726  271.00000  271.80000  272.00000   135   65206  134.50000  135.30000  135.50000
0000064  2.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00  2.00000e-01   273   64726   64727  272.00000  272.00000  273.00000   135   65207  134.50000  135.30000  135.50000
0000065  1.60000e-01  4.00000e-02  0.00000e+00  0.00000e+00  2.00000e-01   273   64726   64727  272.00000  272.20000  273.00000   135   65207  134.50000  135.30000  135.50000
0000066  1.20000e-01  8.00000e-02  0.00000e+00  0.00000e+00  2.00000e-01   273   64726   64727  272.00000  272.40000  273.00000   135   65207  134.50000  135.30000  135.50000
0000067  8.00000e-02  1.20000e-01  0.00000e+00  0.00000e+00  2.00000e-01   273   64726   64727  272.00000  272.60000  273.00000   135   65207  134.50000  135.30000  135.50000
0000068  4.00000e-02  1.60000e-01  0.00000e+00  0.00000e+00  2.00000e-01   273   64726   64727  272.00000  272.80000  273.00000   135   65207  134.50000  135.30000  135.50000
0000069  2.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00  2.00000e-01   274   64727   64728  273.00000  273.00000  274.00000   135   65208  134.50000  135.30000  135.50000
0000070  1.60000e-01  4.00000e-02  1.60000e-01  0.00000e+00  3.60000e-01   274   64727   64728  273.00000  273.20000  274.00000   135   65208  134.50000  135.30000  135.50000
0000071  1.20000e-01  8.00000e-02  3.20000e-01  0.00000e+00  5.20000e-01   274   64727   64728  273.00000  273.40000  274.00000   135   65208  134.50000  135.30000  135.50000
0000072  8.00000e-02  1.20000e-01  4.80000e-01  0.00000e+00  6.80000e-01   274   64727   64728  273.00000  273.60000  274.00000   135   65208  134.50000  135.30000  135.50000
0000073  4.00000e-02  1.60000e-01  6.40000e-01  0.00000e+00  8.40000e-01   274   64727   64728  273.00000  273.80000  274.00000   135   65208  134.50000  135.30000  135.50000
0000074  2.00000e-01  0.00000e+00  0.00000e+00  8.00000e-01  1.00000e+00   275   64728   64729  274.00000  274.00000  275.00000   135   65209  134.50000  135.30000  135.50000
0000075  1.60000e-01  4.00000e-02  1.60000e-01  6.40000e-01  1.00000e+00   275   64728   64729  274.00000  274.20000  275.00000   135   65209  134.50000  135.30000  135.50000
0000076  1.20000e-01  8.00000e-02  3.20000e-01  4.80000e-01  1.00000e+00   275   64728   64729  274.00000  274.40000  275.00000   135   65209  134.50000  135.30000  135.50000
0000077  8.00000e-02  1.20000e-01  4.80000e-01  3.20000e-01  1.00000e+00   275   64728   64729  274.00000  274.60000  275.00000   135   65209  134.50000  135.30000  135.50000
0000078  4.00000e-02  1.60000e-01  6.40000e-01  1.60000e-01  1.00000e+00   275   64728   64729  274.00000  274.80000  275.00000   135   65209  134.50000  135.30000  135.50000
0000079  2.00000e-01  0.00000e+00  0.00000e+00  8.00000e-01  1.00000e+00   276   64729   64730  275.00000  275.00000  276.00000   135   65210  134.50000  135.30000  135.50000
0000080  1.60000e-01  4.00000e-02  1.60000e-01  6.40000e-01  1.00000e+00   276   64729   64730  275.00000  275.20000  276.00000   135   65210  134.50000  135.30000  135.50000
0000081  1.20000e-01  8.00000e-02  3.20000e-01  4.80000e-01  1.00000e+00   276   64729   64730  275.00000  275.40000  276.00000   135   65210  134.50000  135.30000  135.50000
0000082  8.00000e-02  1.20000e-01  4.80000e-01  3.20000e-01  1.00000e+00   276   64729   64730  275.00000  275.60000  276.00000   135   65210  134.50000  135.30000  135.50000
0000083  4.00000e-02  1.60000e-01  6.40000e-01  1.60000e-01  1.00000e+00   276   64729   64730  275.00000  275.80000  276.00000   135   65210  134.50000  135.30000  135.50000
0000084  2.00000e-01  0.00000e+00  0.00000e+00  8.00000e-01  1.00000e+00   277   64730   64731  276.00000  276.00000  277.00000   135   65211  134.50000  135.30000  135.50000
0000085  1.60000e-01  4.00000e-02  1.60000e-01  6.40000e-01  1.00000e+00   277   64730   64731  276.00000  276.20000  277.00000   135   65211  134.50000  135.30000  135.50000
0000086  1.20000e-01  8.00000e-02  3.20000e-01  4.80000e-01  1.00000e+00   277   64730   64731  276.00000  276.40000  277.00000   135   65211  134.50000  135.30000  135.50000
0000087  8.00000e-02  1.20000e-01  4.80000e-01  3.20000e-01  1.00000e+00   277   64730   64731  276.00000  276.60000  277.00000   135   65211  134.50000  135.30000  135.50000
0000088  4.00000e-02  1.60000e-01  6.40000e-01  1.60000e-01  1.00000e+00   277   64730   64731  276.00000  276.80000  277.00000   135   65211  134.50000  135.30000  135.50000
0000089  2.00000e-01  0.00000e+00  0.00000e+00  8.00000e-01  1.00000e+00   278   64731   64732  277.00000  277.00000  278.00000   135   65212  134.50000  135.30000  135.50000
0000090  1.60000e-01  4.00000e-02  1.60000e-01  6.40000e-01  1.00000e+00   278   64731   64732  277.00000  277.20000  278.00000   135   65212  134.50000  135.30000  135.50000
0000091  1.20000e-01  8.00000e-02  3.20000e-01  4.80000e-01  1.00000e+00   278   64731   64732  277.00000  277.40000  278.00000   135   65212  134.50000  135.30000  135.50000
0000092  8.00000e-02  1.20000e-01  4.80000e-01  3.20000e-01  1.00000e+00   278   64731   64732  277.00000  277.60000  278.00000   135   65212  134.50000  135.30000  135.50000
0000093  4.00000e-02  1.60000e-01  6.40000e-01  1.60000e-01  1.00000e+00   278   64731   64732  277.00000  277.80000  278.00000   135   65212  134.50000  135.30000  135.50000
0000094  2.00000e-01  0.00000e+00  0.00000e+00  8.00000e-01  1.00000e+00   279   64732   64733  278.00000  278.00000  279.00000   135   65213  134.50000  135.30000  135.50000
0000095  1.60000e-01  4.00000e-02  1.60000e-01  6.40000e-01  1.00000e+00   279   64732   64733  278.00000  278.20000  279.00000   135   65213  134.50000  135.30000  135.50000
0000096  1.20000e-01  8.00000e-02  3.20000e-01  4.80000e-01  1.00000e+00   279   64732   64733  278.00000  278.40000  279.00000   135   65213  134.50000  135.30000  135.50000
0000097  8.00000e-02  1.20000e-01  4.80000e-01  3.20000e-01  1.00000e+00   279   64732   64733  278.00000  278.60000  279.00000   135   65213  134.50000  135.30000  135.50000
0000098  4.00000e-02  1.60000e-01  6.40000e-01  1.60000e-01  1.00000e+00   279   64732   64733  278.00000  278.80000  279.00000   135   65213  134.50000  135.30000  135.50000
0000099  2.00000e-01  0.00000e+00  0.00000e+00  8.00000e-01  1.00000e+00   280   64733   64734  279.00000  279.00000  280.00000   135   65214  134.50000  135.30000  135.50000
0000100  1.60000e-01  4.00000e-02  1.60000e-01  6.40000e-01  1.00000e+00   280   64733   64734  279.00000  279.20000  280.00000   135   65214  134.50000  135.30000  135.50000
0000101  1.20000e-01  8.00000e-02  3.20000e-01  4.80000e-01  1.00000e+00   280   64733   64734  279.00000  279.40000  280.00000   135   65214  134.50000  135.30000  135.50000
0000102  8.00000e-02  1.20000e-01  4.80000e-01  3.20000e-01  1.00000e+00   280   64733   64734  279.00000  279.60000  280.00000   135   65214  134.50000  135.30000  135.50000
0000103  4.00000e-02  1.60000e-01  6.40000e-01  1.60000e-01  1.00000e+00   280   64733   64734  279.00000  279.80000  280.00000   135   65214  134.50000  135.30000  135.50000
0000104  2.00000e-01  0.00000e+00  0.00000e+00  8.00000e-01  1.00000e+00   281   64734   64735  280.00000  280.00000  281.00000   135   65215  134.50000  135.30000  135.50000
0000105  1.60000e-01  4.00000e-02  1.60000e-01  6.40000e-01  1.00000e+00   281   64734   64735  280.00000  280.20000  281.00000   135   65215  134.50000  135.30000  135.50000
0000106  1.20000e-01  8.00000e-02  3.20000e-01  4.80000e-01  1.00000e+00   281   64734   64735  280.00000  280.40000  281.00000   135   65215  134.50000  135.30000  135.50000
0000107  8.00000e-02  1.20000e-01  4.80000e-01  3.20000e-01  1.00000e+00   281   64734   64735  280.00000  280.60000  281.00000   135   65215  134.50000  135.30000  135.50000
0000108  4.00000e-02  1.60000e-01  6.40000e-01  1.60000e-01  1.00000e+00   281   64734   64735  280.00000  280.80000  281.00000   135   65215  134.50000  135.30000  135.50000
0000109  2.00000e-01  0.00000e+00  0.00000e+00  8.00000e-01  1.00000e+00   282   64735   64736  281.00000  281.00000  282.00000   135   65216  134.50000  135.30000  135.50000
0000110  1.60000e-01  4.00000e-02  1.60000e-01  6.40000e-01  1.00000e+00   282   64735   64736  281.00000  281.20000  282.00000   135   65216  134.50000  135.30000  135.50000
0000111  1.20000e-01  8.00000e-02  3.20000e-01  4.80000e-01  1.00000e+00   282   64735   64736  281.00000  281.40000  282.00000   135   65216  134.50000  135.30000  135.50000
0000112  8.00000e-02  1.20000e-01  4.80000e-01  3.20000e-01  1.00000e+00   282   64735   64736  281.00000  281.60000  282.00000   135   65216  134.50000  135.30000  135.50000
0000113  4.00000e-02  1.60000e-01  6.40000e-01  1.60000e-01  1.00000e+00   282   64735   64736  281.00000  281.80000  282.00000   135   65216  134.50000  135.30000  135.50000
0000114  2.00000e-01  0.00000e+00  0.00000e+00  8.00000e-01  1.00000e+00   283   64736   64737  282.00000  282.00000  283.00000   135   65217  134.50000  135.30000  135.50000
0000115  1.60000e-01  4.00000e-02  1.60000e-01  6.40000e-01  1.00000e+00   283   64736   64737  282.00000  282.20000  283.00000   135   65217  134.50000  135.30000  135.50000
0000116  1.20000e-01  8.00000e-02  3.20000e-01  4.80000e-01  1.00000e+00   283   64736   64737  282.00000  282.40000  283.00000   135   65217  134.50000  135.30000  135.50000
0000117  8.00000e-02  1.20000e-01  4.80000e-01  3.20000e-01  1.00000e+00   283   64736   64737  282.00000  282.60000  283.00000   135   65217  134.50000  135.30000  135.50000
0000118  4.00000e-02  1.60000e-01  6.40000e-01  1.60000e-01  1.00000e+00   283   64736   64737  282.00000  282.80000  283.00000   135   65217  134.50000  135.30000  135.50000
0000119  2.00000e-01  0.00000e+00  0.00000e+00  8.00000e-01  1.00000e+00   284   64737   64738  283.00000  283.00000  284.00000   135   65218  134.50000  135.30000  135.50000
0000120  1.60000e-01  4.00000e-02  1.60000e-01  6.40000e-01  1.00000e+00   284   64737   64738  283.00000  283.20000  284.00000   135   65218  134.50000  135.30000  135.50000
0000121  1.20000e-01  8.00000e-02  3.20000e-01  4.80000e-01  1.00000e+00   284   64737   64738  283.00000  283.40000  284.00000   135   65218  134.50000  135.30000  135.50000
0000122  8.00000e-02  1.20000e-01  4.80000e-01  3.20000e-01  1.00000e+00   284   64737   64738  283.00000  283.60000  284.00000   135   65218  134.50000  135.30000  135.50000
0000123  4.00000e-02  1.60000e-01  6.40000e-01  1.60000e-01  1.00000e+00   284   64737   64738  283.00000  283.80000  284.00000   135   65218  134.50000  135.30000  135.50000
0000124  2.00000e-01  0.00000e+00  0.00000e+00  8.00000e-01  1.00000e+00   285   64738   64739  284.00000  284.00000  285.00000   135   65219  134.50000  135.30000  135.50000
0000125  1.60000e-01  4.00000e-02  1.60000e-01  6.40000e-01  1.00000e+00   285   64738   64739  284.00000  284.20000  285.00000   135   65219  134.50000  135.30000  135.50000
0000126  1.20000e-01  8.00000e-02  3.20000e-01  4.80000e-01  1.00000e+00   285   64738   64739  284.00000  284.40000  285.00000   135   65219  134.50000  135.30000  135.50000
0000127  8.00000e-02  1.20000e-01  4.80000e-01  3.20000e-01  1.00000e+00   285   64738   64739  284.00000  284.60000  285.00000   135   65219  134.50000  135.30000  135.50000
0000128  4.00000e-02  1.60000e-01  6.40000e-01  1.60000e-01  1.00000e+00   285   64738   64739  284.00000  284.80000  285.00000   135   65219  134.50000  135.30000  135.50000
0000129  2.00000e-01  0.00000e+00  0.00000e+00  8.00000e-01  1.00000e+00   286   64739   64740  285.00000  285.00000  286.00000   135   65220  134.50000  135.30000  135.50000
0000130  1.60000e-01  4.00000e-02  1.60000e-01  6.40000e-01  1.00000e+00   286   64739   64740  285.00000  285.20000  286.00000   135   65220  134.50000  135.30000  135.50000
0000131  1.20000e-01  8.00000e-02  3.20000e-01  4.80000e-01  1.00000e+00   286   64739   64740  285.00000  285.40000  286.00000   135   65220  134.50000  135.30000  135.50000
0000132  8.00000e-02  1.20000e-01  4.80000e-01  3.20000e-01  1.00000e+00   286   64739   64740  285.00000  285.60000  286.00000   135   65220  134.50000  135.30000  135.50000
0000133  4.00000e-02  1.60000e-01  6.40000e-01  1.60000e-01  1.00000e+00   286   64739   64740  285.00000  285.80000  286.00000   135   65220  134.50000  135.30000  135.50000
0000134  2.00000e-01  0.00000e+00  0.00000e+00  8.00000e-01  1.00000e+00   287   64740   64741  286.00000  286.00000  287.00000   135   65221  134.50000  135.30000  135.50000
0000135  1.60000e-01  4.00000e-02  1.60000e-01  6.40000e-01  1.00000e+00   287   64740   64741  286.00000  286.20000  287.00000   135   65221  134.50000  135.30000  135.50000
0000136  1.20000e-01  8.00000e-02  3.20000e-01  4.80000e-01  1.00000e+00   287   64740   64741  286.00000  286.40000  287.00000   135   65221  134.50000  135.30000  135.50000
0000137  8.00000e-02  1.20000e-01  4.80000e-01  3.20000e-01  1.00000e+00   287   64740   64741  286.00000  286.60000  287.00000   135   65221  134.50000  135.30000  135.50000
0000138  4.00000e-02  1.60000e-01  6.40000e-01  1.60000e-01  1.00000e+00   287   64740   64741  286.00000  286.80000  287.00000   135   65221  134.50000  135.30000  135.50000
0000139  2.00000e-01  0.00000e+00  0.00000e+00  8.00000e-01  1.00000e+00   288   64741   64742  287.00000  287.00000  288.00000   135   65222  134.50000  135.30000  135.50000
0000140  1.60000e-01  4.00000e-02  1.60000e-01  6.40000e-01  1.00000e+00   288   64741   64742  287.00000  287.20000  288.00000   135   65222  134.50000  135.30000  135.50000
0000141  1.20000e-01  8.00000e-02  3.20000e-01  4.80000e-01  1.00000e+00   288   64741   64742  287.00000  287.40000  288.00000   135   65222  134.50000  135.30000  135.50000
0000142  8.00000e-02  1.20000e-01  4.80000e-01  3.20000e-01  1.00000e+00   288   64741   64742  287.00000  287.60000  288.00000   135   65222  134.50000  135.30000  135.50000
0000143  4.00000e-02  1.60000e-01  6.40000e-01  1.60000e-01  1.00000e+00   288   64741   64742  287.00000  287.80000  288.00000   135   65222  134.50000  135.30000  135.50000
0000144  2.00000e-01  0.00000e+00  0.00000e+00  8.00000e-01  1.00000e+00   289   64742   64743  288.00000  288.00000  289.00000   135   65223  134.50000  135.30000  135.50000
0000145  1.60000e-01  4.00000e-02  1.60000e-01  6.40000e-01  1.00000e+00   289   64742   64743  288.00000  288.20000  289.00000   135   65223  134.50000  135.30000  135.50000
0000146  1.20000e-01  8.00000e-02  3.20000e-01  4.80000e-01  1.00000e+00   289   64742   64743  288.00000  288.40000  289.00000   135   65223  134.50000  135.30000  135.50000
0000147  8.00000e-02  1.20000e-01  4.80000e-01  3.20000e-01  1.00000e+00   289   64742   64743  288.00000  288.60000  289.00000   135   65223  134.50000  135.30000  135.50000
0000148  4.00000e-02  1.60000e-01  6.40000e-01  1.60000e-01  1.00000e+00   289   64742   64743  288.00000  288.80000  289.00000   135   65223  134.50000  135.30000  135.50000
0000149  2.00000e-01  0.00000e+00  0.00000e+00  8.00000e-01  1.00000e+00   290   64743   64744  289.00000  289.00000  290.00000   135   65224  134.50000  135.30000  135.50000
0000150  1.60000e-01  4.00000e-02  1.60000e-01  6.40000e-01  1.00000e+00   290   64743   64744  289.00000  289.20000  290.00000   135   65224  134.50000  135.30000  135.50000
0000151  1.20000e-01  8.00000e-02  3.20000e-01  4.80000e-01  1.00000e+00   290   64743   64744  289.00000  289.40000  290.00000   135   65224  134.50000  135.30000  135.50000
0000152  8.00000e-02  1.20000e-01  4.80000e-01  3.20000e-01  1.00000e+00   290   64743   64744  289.00000  289.60000  290.00000   135   65224  134.50000  135.30000  135.50000
0000153  4.00000e-02  1.60000e-01  6.40000e-01  1.60000e-01  1.00000e+00   290   64743   64744  289.00000  289.80000  290.00000   135   65224  134.50000  135.30000  135.50000
0000154  2.00000e-01  0.00000e+00  0.00000e+00  8.00000e-01  1.00000e+00   291   64744   64745  290.00000  290.00000  291.00000   135   65225  134.50000  135.30000  135.50000
0000155  1.60000e-01  4.00000e-02  1.60000e-01  6.40000e-01  1.00000e+00   291   64744   64745  290.00000  290.20000  291.00000   135   65225  134.50000  135.30000  135.50000
0000156  1.20000e-01  8.00000e-02  3.20000e-01  4.80000e-01  1.00000e+00   291   64744   64745  290.00000  290.40000  291.00000   135   65225  134.50000  135.30000  135.50000
0000157  8.00000e-02  1.20000e-01  4.80000e-01  3.20000e-01  1.00000e+00   291   64744   64745  290.00000  290.60000  291.00000   135   65225  134.50000  135.30000  135.50000
